city,postal_code,ad_type,property_type,reference,title,publication_date,modification_date,new_property,rooms_quantity,bedrooms_quantity,price,photos
Niort,79000,buy,castle,1201833018,Château,1970-01-01T00:00:00.000Z,2023-08-16T17:45:51.312Z,False,20,9,1365000,"http://photos.exportadapt.com/12018/1201833018_78.jpg, http://photos.exportadapt.com/12018/1201833018_79.jpg, http://photos.exportadapt.com/12018/1201833018_46.jpg, http://photos.exportadapt.com/12018/1201833018_61.jpg, http://photos.exportadapt.com/12018/1201833018_38.jpg, http://photos.exportadapt.com/12018/1201833018_62.jpg, http://photos.exportadapt.com/12018/1201833018_39.jpg, http://photos.exportadapt.com/12018/1201833018_63.jpg, http://photos.exportadapt.com/12018/1201833018_51.jpg, http://photos.exportadapt.com/12018/1201833018_40.jpg, http://photos.exportadapt.com/12018/1201833018_50.jpg, http://photos.exportadapt.com/12018/1201833018_42.jpg, http://photos.exportadapt.com/12018/1201833018_53.jpg, http://photos.exportadapt.com/12018/1201833018_41.jpg, http://photos.exportadapt.com/12018/1201833018_64.jpg, http://photos.exportadapt.com/12018/1201833018_43.jpg, http://photos.exportadapt.com/12018/1201833018_44.jpg, http://photos.exportadapt.com/12018/1201833018_54.jpg, http://photos.exportadapt.com/12018/1201833018_66.jpg, http://photos.exportadapt.com/12018/1201833018_56.jpg"
Rignovelle,70200,buy,castle,EV06023AL,EXCLUSIVITE ! RIGNOVELLE-70200 Magnifique maison d'habitation sur un terrain d'environ 1ha 400 ares,1970-01-01T00:00:00.000Z,2023-08-25T04:25:28.761Z,False,10,3,625400,"https://photos.ubiflow.net/691704/388874375/photos/1.jpg?INSOON_EB_5512801818_20230721135853, https://photos.ubiflow.net/691704/388874375/photos/2.jpg?INSOON_EB_5512801818_20230721135853, https://photos.ubiflow.net/691704/388874375/photos/3.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/4.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/5.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/6.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/7.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/8.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/9.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/10.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/11.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/12.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/13.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/14.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/15.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/16.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/17.jpg?INSOON_EB_5512801818_20230825051241, https://photos.ubiflow.net/691704/388874375/photos/18.jpg?INSOON_EB_5512801818_20230825051241"
Les Loges-Margueron,10210,buy,castle,1434,CHATEAU DANS L AUBE A RENOVER,1970-01-01T00:00:00.000Z,2023-08-30T21:33:55.703Z,False,14,8,399000,"https://cabinetjourdain.staticlbi.com/original/images/biens/1/2cf268ba2050fa2bec28f05af5ae6100/photo_712b2191212e6b8b1bf4f0587ecd5232.jpg, https://cabinetjourdain.staticlbi.com/original/images/biens/1/2cf268ba2050fa2bec28f05af5ae6100/photo_c8311a14d1690646a4fddef14ec2ad68.jpg, https://cabinetjourdain.staticlbi.com/original/images/biens/1/2cf268ba2050fa2bec28f05af5ae6100/photo_8488ff8512899648e9023129cad30d53.jpg, https://cabinetjourdain.staticlbi.com/original/images/biens/1/2cf268ba2050fa2bec28f05af5ae6100/photo_99ec79aab5831ee1bec5d671995b8227.jpg, https://cabinetjourdain.staticlbi.com/original/images/biens/1/2cf268ba2050fa2bec28f05af5ae6100/photo_4f90f5f36b62c9d3973820c4631467e6_Inc_0.jpg, https://cabinetjourdain.staticlbi.com/original/images/biens/1/2cf268ba2050fa2bec28f05af5ae6100/photo_2b38923d95dd17841628747663cd33cf_Inc_0.jpg, https://cabinetjourdain.staticlbi.com/original/images/biens/1/2cf268ba2050fa2bec28f05af5ae6100/photo_d637684637532d94914b39e131d5da70.jpg, https://cabinetjourdain.staticlbi.com/original/images/biens/1/2cf268ba2050fa2bec28f05af5ae6100/photo_5145a757bb9854f896f67aee2e7134aa.jpg, https://cabinetjourdain.staticlbi.com/original/images/biens/1/2cf268ba2050fa2bec28f05af5ae6100/photo_88b40bdb3472afe128c6e9b21e71f4ab.jpg"
Poitiers,86000,prestige,castle,862069,RARE OPPORTUNITE,1970-01-01T00:00:00.000Z,2023-09-03T17:25:11.805Z,False,30,17,4600000,"https://photo.safti.fr/biens/8/62/862069/83650c693d3472e6881ac9d0895c4d680d132d96/g.jpg, https://photo.safti.fr/biens/8/62/862069/b897281c5a89b83b7eeb56dd68b0259c73e43ede/g.jpg, https://photo.safti.fr/biens/8/62/862069/050d21ae80acf2e5e66ef9aa7aebb3bb9d0e577e/g.jpg, https://photo.safti.fr/biens/8/62/862069/28156023498a8529e3dbc53610b9bd3c0f813f66/g.jpg, https://photo.safti.fr/biens/8/62/862069/b53b131feba4d42582810991f05dd0e5b095bb14/g.jpg, https://photo.safti.fr/biens/8/62/862069/333064f3619fb34360180fff81878e4d30f11105/g.jpg, https://photo.safti.fr/biens/8/62/862069/7555ea63e6ede616cd929001543e25a5986b9fd0/g.jpg, https://photo.safti.fr/biens/8/62/862069/72ec6ace37107905220bc3c578a1043bdb2d18db/g.jpg, https://photo.safti.fr/biens/8/62/862069/ff0e9bbfa0eacbe268ecd09666a1f3c27aac6f7a/g.jpg, https://photo.safti.fr/biens/8/62/862069/edc111ebf3f02730229ddb9d81b3ea70670f86d3/g.jpg, https://photo.safti.fr/biens/8/62/862069/71a35cf37acc412f7216023b3028c874ec48695a/g.jpg, https://photo.safti.fr/biens/8/62/862069/215ae2b23127540bd9558e8b070d7966fccfd923/g.jpg, https://photo.safti.fr/biens/8/62/862069/4e1f7fcf25ebfd2cb9f0e3eaea4fc64e974b7250/g.jpg, https://photo.safti.fr/biens/8/62/862069/1708607ea88c7cdbae4fc37e3c77ca8a42939530/g.jpg, https://photo.safti.fr/biens/8/62/862069/70c3b532509927db08fd71c0b1389f90e5b3ff81/g.jpg, https://photo.safti.fr/biens/8/62/862069/c82f5e0c4def93b1d66d4b76b9db1a54e23b1af3/g.jpg, https://photo.safti.fr/biens/8/62/862069/d70b12215071f3267b4d2cf729caf26256461e5d/g.jpg, https://photo.safti.fr/biens/8/62/862069/985b37244d21f00bc74fefc2eaf87c60fbc20896/g.jpg, https://photo.safti.fr/biens/8/62/862069/f0e68252c5a516df67a1060c15bdf99f387224a4/g.jpg, https://photo.safti.fr/biens/8/62/862069/4072708c9bb958aaa625a502c47eb643cc72358f/g.jpg"
Niort,79000,prestige,castle,913161,"CHÂTEAU RESTAURÉ XIXème 6 CHAMBRES, GITE 3 CHAMBRES, PISCINE, 2 SAUNAS, SPA, ÉTANG, BOIS, CHAPELLE.",1970-01-01T00:00:00.000Z,2023-09-03T22:31:30.218Z,False,16,6,1365000,"https://photo.safti.fr/biens/9/13/913161/26861dfb025151ef50a5476320fb50b2e025c278/g.jpg, https://photo.safti.fr/biens/9/13/913161/074d99aed47d15132b2df740053e9cddc4f2efda/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/9859d7b574773f903961554b43beca8295b826e0/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/5a9b7f7c595da01168bcebe56893352fa81e14a7/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/0a79c5f03c969005ed80b7b5a8a2843cdc916328/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/b0823720e11bdcc22f78e75268d32ada3e255801/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/33020e5a26d7256dd3f14d07475a5c1110ee8eed/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/af9700108ef922f27184162b403d0e7282469806/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/6838fad787d044661f818e5587e81ddd2b6cd068/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/467fbedba320fb3e53e8a8fc40f79e0eb3f42ba0/rg.jpg?2, https://photo.safti.fr/biens/9/13/913161/dfdc7a19aca8709963bc2dbd888a3b789b1b6fb6/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/98a8319ea6d06e533e2e33d344103d4949c8efc8/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/a8e6ab55b7dfb6c2aaa9afec537f90d27df52e8c/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/81ae9fdcdb833bd0495cf606f50ae0ac7abe9fec/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/093eb553c7335e31796503ac316af3a28b65c71b/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/78c2fd4350495966d7970c4c2e774a1169383280/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/e0256a0bc8f389892753edea471438753def3ab9/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/11aa2816508c7bf07a8662a011e53d2b1b1b769f/g.jpg, https://photo.safti.fr/biens/9/13/913161/97b9344e5f7d9ab5e674510948e3984f7140056c/rg.jpg?1, https://photo.safti.fr/biens/9/13/913161/6c71c868d2063e117a6ad9c7d0980091fd82b6d7/rg.jpg?1"
Cadaujac,33140,buy,castle,1278945,Vente Château 18 pièces,1970-01-01T00:00:00.000Z,2023-09-11T10:29:19.887Z,False,18,10,1690000,"https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-1.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-2.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-3.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-4.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-5.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-6.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-7.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-8.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-9.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-10.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-11.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-12.jpg?bridge=bien-ici&ts=202309110958, https://passerelle.static.iadfrance.com/photos/realestate/2023-03/product-1319501-13.jpg?bridge=bien-ici&ts=202309110958"
Gussignies,59570,buy,castle,f97770171416452280234060084fa8,Partie de Château (aile gauche) dans un écrin de verdure,1970-01-01T00:00:00.000Z,2023-09-04T10:03:06.143Z,False,19,10,495000,"https://photos.ubiflow.net/922880/385048545/photos/1.jpg?INSOON_EB_5512801818_20230512105102, https://photos.ubiflow.net/922880/385048545/photos/2.jpg?INSOON_EB_5512801818_20230512105205, https://photos.ubiflow.net/922880/385048545/photos/3.jpg?INSOON_EB_5512801818_20230512105252, https://photos.ubiflow.net/922880/385048545/photos/4.jpg?INSOON_EB_5512801818_20230512105307, https://photos.ubiflow.net/922880/385048545/photos/5.jpg?INSOON_EB_5512801818_20230512105323, https://photos.ubiflow.net/922880/385048545/photos/6.jpg?INSOON_EB_5512801818_20230512105357, https://photos.ubiflow.net/922880/385048545/photos/7.jpg?INSOON_EB_5512801818_20230512105409, https://photos.ubiflow.net/922880/385048545/photos/8.jpg?INSOON_EB_5512801818_20230512105423, https://photos.ubiflow.net/922880/385048545/photos/9.jpg?INSOON_EB_5512801818_20230512105439, https://photos.ubiflow.net/922880/385048545/photos/10.jpg?INSOON_EB_5512801818_20230512105504"
Poix-du-Nord,59218,buy,castle,4747-DUPONT,Manoir individuel,1970-01-01T00:00:00.000Z,1970-01-01T00:00:00.000Z,False,12,6,390000,"https://photos.ubiflow.net/595321/384825380/photos/1.jpg?INSOON_EB_5512801818_20230510170736, https://photos.ubiflow.net/595321/384825380/photos/2.jpg?INSOON_EB_5512801818_20230510170736, https://photos.ubiflow.net/595321/384825380/photos/3.jpg?INSOON_EB_5512801818_20230510170736, https://photos.ubiflow.net/595321/384825380/photos/4.jpg?INSOON_EB_5512801818_20230510170736, https://photos.ubiflow.net/595321/384825380/photos/5.jpg?INSOON_EB_5512801818_20230510170736, https://photos.ubiflow.net/595321/384825380/photos/6.jpg?INSOON_EB_5512801818_20230510170736, https://photos.ubiflow.net/595321/384825380/photos/7.jpg?INSOON_EB_5512801818_20230510170736, https://photos.ubiflow.net/595321/384825380/photos/8.jpg?INSOON_EB_5512801818_20230510170736"
Gien,45500,buy,castle,7549-5271202,Réf 7549: Château à rénover,1970-01-01T00:00:00.000Z,2023-08-29T00:57:11.151Z,False,20,20,486000,"https://photos.rodacom.net/resize/s3_standard_95f4759a99782b61ca2ef3286dafea747107d4ae.jpg, https://photos.rodacom.net/resize/s3_standard_97d2adbf3ff42bc20f4109d6df806db4e0770311.jpg, https://photos.rodacom.net/resize/s3_standard_78fe3d39d50021effcf508c23061941084856b00.jpg, https://photos.rodacom.net/resize/s3_standard_33df434f0330a6cb14d442f2de28633016024690.jpg, https://photos.rodacom.net/resize/s3_standard_f36140811d48070a1c16a041426d07f087dd2623.jpg, https://photos.rodacom.net/resize/s3_standard_46b2118bd621a947260657ea23072ab8bb534701.jpg, https://photos.rodacom.net/resize/s3_standard_cfb98e41f386ffc2a34e316f6dec9f82d2bb1afb.jpg, https://photos.rodacom.net/resize/s3_standard_c6e8f70b09d236b6e3288e04508ebbaad2a7dd5c.jpg, https://photos.rodacom.net/resize/s3_standard_c94af3fdeb216b63e894030c45c592d65d3b6f8b.jpg, https://photos.rodacom.net/resize/s3_standard_5fea472a021a9bd6c19ef0f3c064c5c45accedab.jpg, https://photos.rodacom.net/resize/s3_standard_1c32611fd825f39312a39821505a326f2d0d1ff4.jpg, https://photos.rodacom.net/resize/s3_standard_29a6b120622095faa50de6829531dd7203d88406.jpg, https://photos.rodacom.net/resize/s3_standard_af5a9b048cb8e9ed3d796c6f08d9e95eda80bfbd.jpg, https://photos.rodacom.net/resize/s3_standard_59f09fe574dcdf1d4fab761edfa05415a9006f52.jpg, https://photos.rodacom.net/resize/s3_standard_a69a4cd48611f1cde79a1af9d467985c7144eb51.jpg, https://photos.rodacom.net/resize/s3_standard_e6cfb0efe9cb89a3fceb1a55e5a52994cf03fefa.jpg, https://photos.rodacom.net/resize/s3_standard_0bf07151f638b3b8dc1a3bed72bcf65e840231e5.jpg, https://photos.rodacom.net/resize/s3_standard_b7bb0b54784afa74e7fcdf3ed5a87cbd01a19a00.jpg, https://photos.rodacom.net/resize/s3_standard_9b5a4b36b2b1cde9d0c5c1b1c25089e28eed1c4b.jpg, https://photos.rodacom.net/resize/s3_standard_ea0d82cd9c6abb7ed112279d07c74b6a3b538f26.jpg"
Teuillac,33710,buy,castle,323919XAB,Château Viticole AOC Côtes de Bourg,1970-01-01T00:00:00.000Z,2023-09-06T14:57:26.988Z,False,13,6,1580000,"https://photos.ubiflow.net/440414/380104201/photos/1.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/2.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/3.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/4.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/5.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/6.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/7.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/8.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/9.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/10.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/11.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/12.jpg?INSOON_EB_5512801818_20230418042440, https://photos.ubiflow.net/440414/380104201/photos/13.jpg?INSOON_EB_5512801818_20230418042440"
Richelieu,37120,buy,castle,SL-A13283,"Château 10 pièce(s), RICHELIEU",1970-01-01T00:00:00.000Z,2023-08-15T00:08:18.745Z,False,10,7,895000,"https://image.hestia.immo/GmdhgpopmyvrVSuZkeStbdqHJ_r7jdce-lGxIBqJz0M/w:800/h:600/rt:fill/wm:1:noea:15:15:0.35/dpr:1/el:false/ex:false/mb:0/aHR0cHM6Ly9jZG4uaGVzdGlhLmltbW8vaW1hZ2UvVEVOM1hQTkMvMjAyMi0wNi9ET0MyVE5UVDUxMUsuanBn.jpg, https://image.hestia.immo/V6ymKY_oQfGR0_2FIfxiS0cX4vPrjc8Ni90pB4NLgtU/w:800/h:600/rt:fill/wm:1:noea:15:15:0.35/dpr:1/el:false/ex:false/mb:0/aHR0cHM6Ly9jZG4uaGVzdGlhLmltbW8vaW1hZ2UvVEVOM1hQTkMvMjAyMi0wNi9ET0MyOThDNzVDQ0YuanBn.jpg, https://image.hestia.immo/dQrtLW4GskxE3dg8AJfOWMH2kF1BonjzsyAfq8wBPcI/w:800/h:600/rt:fill/wm:1:noea:15:15:0.35/dpr:1/el:false/ex:false/mb:0/aHR0cHM6Ly9jZG4uaGVzdGlhLmltbW8vaW1hZ2UvVEVOM1hQTkMvMjAyMi0wNi9ET0MzVjE4UFhYQVEuanBn.jpg, https://image.hestia.immo/uvgpecgxMlijWgEL6RW9MvSXwQ7vIZrcGChnmYpnzhw/w:800/h:600/rt:fill/wm:1:noea:15:15:0.35/dpr:1/el:false/ex:false/mb:0/aHR0cHM6Ly9jZG4uaGVzdGlhLmltbW8vaW1hZ2UvVEVOM1hQTkMvMjAyMi0wNi9ET0NDU0dHMlAyM1AuanBn.jpg, https://image.hestia.immo/B_CVvPbhU0ZQvZr7SSaPCqtRGp8n-lGvBG3cPnn9h2c/w:800/h:600/rt:fill/wm:1:noea:15:15:0.35/dpr:1/el:false/ex:false/mb:0/aHR0cHM6Ly9jZG4uaGVzdGlhLmltbW8vaW1hZ2UvVEVOM1hQTkMvMjAyMi0wNi9ET0MxRTU2MTAxMU4uanBn.jpg, https://image.hestia.immo/vQbRDSo0mbMbSHj6KyIQscILSL468PsA44SIbFI8_o0/w:800/h:600/rt:fill/wm:1:noea:15:15:0.35/dpr:1/el:false/ex:false/mb:0/aHR0cHM6Ly9jZG4uaGVzdGlhLmltbW8vaW1hZ2UvVEVOM1hQTkMvMjAyMi0wNi9ET0MyU1pSWFYwRkMuanBn.jpg, https://image.hestia.immo/q4alw5zxM4Zipu_vTCCJ1D3B0L09Coyhk_OmN744dpU/w:800/h:600/rt:fill/wm:1:noea:15:15:0.35/dpr:1/el:false/ex:false/mb:0/aHR0cHM6Ly9jZG4uaGVzdGlhLmltbW8vaW1hZ2UvVEVOM1hQTkMvMjAyMi0wNi9ET0MyS0FINU04NTMuanBn.jpg, https://image.hestia.immo/E-n2zP1R5D2FJi-RuZAohbX6iSFNBLxxcp8gZrJRsYM/w:800/h:600/rt:fill/wm:1:noea:15:15:0.35/dpr:1/el:false/ex:false/mb:0/aHR0cHM6Ly9jZG4uaGVzdGlhLmltbW8vaW1hZ2UvVEVOM1hQTkMvMjAyMi0wNi9ET0MzQkI3UUUxRzguanBn.jpg, https://image.hestia.immo/JTpxJb1HN8ExqlrkU8FiRcMHfYcDPSrMqUC8_wO35qc/w:800/h:600/rt:fill/wm:1:noea:15:15:0.35/dpr:1/el:false/ex:false/mb:0/aHR0cHM6Ly9jZG4uaGVzdGlhLmltbW8vaW1hZ2UvVEVOM1hQTkMvMjAyMi0wNi9ET0MxRThYVk04MzcuanBn.jpg, https://image.hestia.immo/ypdrQn9aE25uPbnxi2kcmpMhw5qnRW0MfmSbGutPFAg/w:800/h:600/rt:fill/wm:1:noea:15:15:0.35/dpr:1/el:false/ex:false/mb:0/aHR0cHM6Ly9jZG4uaGVzdGlhLmltbW8vaW1hZ2UvVEVOM1hQTkMvMjAyMi0wNi9ET0MzM1FSRlkyMzguanBn.jpg"
